Coverage,EmploymentStatus,Income,Marital.Status,Monthly.Premium.Auto,Number.of.Open.Complaints,Number.of.Policies,Renew.Offer.Type,Vehicle.Class,Customer.Lifetime.Value
Basic,Employed,43963,Married,91.89686433,0,7,Offer3,SUV,8673
Basic,Employed,91757,Married,69,1,1,Offer2,Four-Door Car,2745
Basic,Employed,59768,Married,71,1,3,Offer1,Four-Door Car,5532
Basic,Employed,34927,Married,70,0,1,Offer1,Four-Door Car,2763
Premium,Employed,74298,Married,177,0,1,Offer2,Sports Car,7095
Premium,Unemployed,0,Married,116,1,7,Offer2,Four-Door Car,8719
Basic,Employed,25816,Single,119,0,1,Offer3,Sports Car,4637
Basic,Employed,60221,Married,67,0,2,Offer3,Four-Door Car,24320
Basic,Employed,50695,Married,71,0,5,Offer1,Two-Door Car,5704
Basic,Employed,92472,Married,65,0,3,Offer2,Four-Door Car,5228
Basic,Employed,87798,Married,71,0,1,Offer2,Two-Door Car,2882
Basic,Employed,66014,Married,102,0,2,Offer2,SUV,32961
Basic,Employed,74015,Single,72,0,6,Offer2,Four-Door Car,5555
Extended,Unemployed,0,Married,126,0,3,Offer1,SUV,9117
Basic,Retired,26806,Married,63,0,2,Offer1,Four-Door Car,7019
Extended,Disabled,23393,Married,95,0,1,Offer2,Four-Door Car,3708
Basic,Unemployed,0,Single,61,0,3,Offer3,Two-Door Car,4330
Premium,Unemployed,0,Single,117,0,2,Offer2,SUV,12765
Basic,Unemployed,0,Single,108,0,2,Offer1,SUV,11797
Basic,Employed,43244,Married,103,0,2,Offer4,Sports Car,12231
Extended,Employed,22853,Married,87,0,1,Offer4,Four-Door Car,3362
Basic,Employed,74454,Single,71,0,3,Offer2,Four-Door Car,5595
Basic,Employed,50798,Married,72,0,7,Offer2,Four-Door Car,5746
Basic,Unemployed,0,Single,76.57112321,0,7,Offer1,Four-Door Car,4496
Basic,Employed,85221,Married,117,0,4,Offer2,Sports Car,9448
Basic,Employed,83879,Married,69,0,2,Offer1,Four-Door Car,19688
Extended,Employed,70892,Married,76,0,5,Offer2,Two-Door Car,6089
Basic,Employed,26448,Married,105,0,3,Offer3,Sports Car,8376
Extended,Employed,65773,Married,89,4,1,Offer2,Four-Door Car,3452
Basic,Employed,83758,Married,64,0,1,Offer2,Two-Door Car,2585
Basic,Unemployed,0,Single,112,0,2,Offer1,Sports Car,12298
Extended,Employed,31421,Married,81,0,2,Offer3,Two-Door Car,9594
Basic,Employed,54495,Married,61,0,3,Offer1,Four-Door Car,4896
Basic,Employed,53357,Married,73,0,1,Offer2,Four-Door Car,2939
Extended,Employed,58484,Divorced,88,1,1,Offer1,Two-Door Car,3498
Basic,Employed,51584,Divorced,96.91556472,2,2,Offer1,Two-Door Car,8068
Premium,Employed,28054,Married,195,1,1,Offer3,SUV,7771
Basic,Unemployed,0,Single,75.71148994,0,4,Offer1,Two-Door Car,4504
Extended,Employed,22705,Divorced,239,0,7,Offer2,Luxury SUV,19160
Extended,Employed,24124,Married,91,0,3,Offer3,Four-Door Car,7150
Basic,Employed,91169,Single,65,0,1,Offer2,Two-Door Car,2544
Extended,Employed,51032,Married,83,0,1,Offer4,Four-Door Car,3339
Extended,Employed,60607,Married,83,0,1,Offer2,Four-Door Car,3337
Basic,Employed,63684,Single,68,0,1,Offer2,Two-Door Car,2693
Extended,Unemployed,0,Single,77,0,9,Offer1,Four-Door Car,5313
Basic,Medical Leave,13610,Married,74,0,1,Offer4,Four-Door Car,2827
Basic,Employed,44186,Divorced,66,0,2,Offer4,Four-Door Car,7457
Basic,Employed,28360,Married,73,0,2,Offer1,Four-Door Car,8776
Basic,Unemployed,0,Married,112,0,1,Offer1,SUV,4419
Basic,Employed,42297,Married,71,0,1,Offer4,Four-Door Car,2783
Extended,Employed,59592,Married,82,0,1,Offer2,Four-Door Car,3272
Basic,Employed,25381,Single,71,0,2,Offer2,Four-Door Car,8200
Basic,Employed,88895,Divorced,106,0,8,Offer1,Sports Car,8496
Premium,Employed,60184,Divorced,199,1,1,Offer2,Luxury SUV,7664
Basic,Medical Leave,25370,Married,102,2,2,Offer1,SUV,11599
Basic,Employed,35637,Married,68,0,9,Offer3,Four-Door Car,5377
Extended,Employed,74424,Married,81,0,9,Offer2,Four-Door Car,6554
Extended,Employed,80028,Married,86,0,2,Offer2,Four-Door Car,17292
Basic,Employed,78772,Single,63,0,3,Offer2,Four-Door Car,5018
Extended,Employed,56649,Married,127,0,1,Offer1,Sports Car,4975
Extended,Employed,21119,Married,128,0,4,Offer1,SUV,10193
Extended,Employed,29385,Single,88,2,1,Offer1,Two-Door Car,3303
Basic,Employed,92717,Married,71,0,2,Offer4,Two-Door Car,8467
Basic,Employed,67241,Married,68,1,9,Offer2,Two-Door Car,5405
Basic,Employed,23105,Married,69,0,3,Offer2,Two-Door Car,5426
Extended,Employed,23120,Married,72.82916318,0,1,Offer3,Four-Door Car,3703
Basic,Employed,35434,Married,66,0,2,Offer2,Four-Door Car,7992
Basic,Employed,75248,Married,63,0,5,Offer2,Four-Door Car,5011
Basic,Employed,58620,Married,71,0,2,Offer3,Four-Door Car,17006
Basic,Employed,56005,Married,68,1,3,Offer1,Four-Door Car,5479
Premium,Unemployed,0,Single,115,0,1,Offer1,Four-Door Car,3807
Basic,Unemployed,0,Single,62,0,3,Offer1,Four-Door Car,4398
Basic,Unemployed,0,Single,68.37066322,0,6,Offer1,Four-Door Car,4762
Premium,Unemployed,0,Single,107,0,1,Offer1,Four-Door Car,3483
Extended,Employed,94395,Married,83,0,1,Offer2,Four-Door Car,3350
Basic,Employed,36615,Married,65,0,5,Offer2,Four-Door Car,5243
Extended,Employed,50719,Married,129.6770584,0,2,Offer1,SUV,31706
Basic,Disabled,29808,Married,105,1,3,Offer1,SUV,8047
Basic,Employed,50825,Married,102,0,3,Offer1,SUV,8092
Basic,Employed,73168,Married,70,0,3,Offer2,Four-Door Car,5639
Basic,Unemployed,0,Divorced,63,1,2,Offer1,Four-Door Car,6811
Basic,Employed,40571,Married,100,0,2,Offer4,SUV,15272
Basic,Employed,23671,Divorced,68.51759578,0,2,Offer1,Four-Door Car,8060
Extended,Employed,26906,Married,92,0,3,Offer3,Two-Door Car,7330
Basic,Unemployed,0,Single,116,0,3,Offer1,SUV,7540
Extended,Unemployed,0,Married,77,0,1,Offer1,Four-Door Car,2822
Basic,Unemployed,0,Divorced,116,3,1,Offer1,Sports Car,4157
Basic,Employed,73976,Divorced,73,0,3,Offer2,Four-Door Car,5824
Basic,Employed,71126,Married,71,0,1,Offer4,Four-Door Car,2854
Extended,Unemployed,0,Married,66.43228537,0,1,Offer1,Four-Door Car,3226
Extended,Unemployed,0,Single,92,1,1,Offer3,Two-Door Car,3095
Basic,Medical Leave,17130,Divorced,198,0,2,Offer1,Luxury SUV,28432
Basic,Retired,24173,Married,70,0,1,Offer3,Four-Door Car,2704
Extended,Employed,63328,Married,75.21736292,0,9,Offer2,Two-Door Car,7199
Basic,Employed,68004,Single,72,0,3,Offer1,Two-Door Car,5595
Premium,Employed,58842,Married,110,0,1,Offer2,Four-Door Car,4362
Extended,Unemployed,0,Single,131,0,3,Offer2,Sports Car,9103
Extended,Employed,53562,Married,135,0,1,Offer1,SUV,5364
Basic,Employed,69738,Married,74,1,2,Offer1,Four-Door Car,20946
Basic,Employed,58452,Single,186,0,5,Offer4,Luxury Car,14439
Extended,Employed,26318,Married,96,0,1,Offer2,Two-Door Car,3785
Extended,Disabled,13411,Married,127,0,7,Offer1,SUV,9416
Basic,Employed,75329,Married,67,0,1,Offer3,Four-Door Car,2685
Basic,Unemployed,0,Single,63,0,1,Offer1,Four-Door Car,2322
Basic,Employed,40870,Married,105,0,2,Offer1,SUV,12731
Extended,Disabled,19589,Married,127,0,1,Offer1,SUV,4987
Extended,Employed,81531,Married,135,0,1,Offer2,SUV,5411
Basic,Disabled,27627,Married,63,0,2,Offer3,Two-Door Car,14594
Extended,Employed,30944,Divorced,92,0,1,Offer1,Four-Door Car,3589
Premium,Employed,90750,Married,130.5171422,0,1,Offer4,SUV,6837
Basic,Unemployed,0,Single,110,0,1,Offer2,SUV,3651
Extended,Employed,34986,Single,86.60779139,2,1,Offer2,Two-Door Car,3593
Premium,Employed,29053,Married,181,0,1,Offer3,Sports Car,7256
Basic,Employed,99722,Single,61,0,2,Offer4,Four-Door Car,7320
Extended,Employed,55910,Married,86,0,1,Offer1,Four-Door Car,3438
Extended,Unemployed,0,Single,83,0,8,Offer1,Four-Door Car,5770
Extended,Employed,88663,Married,79,0,7,Offer1,Four-Door Car,6382
Basic,Employed,70286,Married,67,0,3,Offer2,Four-Door Car,5372
Basic,Employed,68798,Single,114,0,1,Offer2,SUV,4502
Extended,Employed,37995,Married,139,0,1,Offer1,SUV,5597
Basic,Medical Leave,16618,Single,62,0,1,Offer3,Four-Door Car,2272
Premium,Employed,56343,Divorced,295,0,2,Offer1,Luxury Car,35203
Extended,Employed,82477,Married,90,0,1,Offer2,Two-Door Car,3644
Extended,Disabled,18558,Divorced,78.90733769,0,1,Offer1,Four-Door Car,3362
Extended,Unemployed,0,Single,92,1,1,Offer1,Two-Door Car,3164
Basic,Employed,64964,Married,71.34200629,0,7,Offer4,Four-Door Car,5220
Basic,Unemployed,0,Single,62,0,3,Offer1,Two-Door Car,4159
Basic,Employed,59292,Married,64,0,4,Offer2,Two-Door Car,5044
Basic,Unemployed,0,Divorced,65,1,4,Offer3,Four-Door Car,4460
Basic,Unemployed,0,Married,119,0,3,Offer2,Sports Car,9048
Extended,Employed,57709,Married,125,0,1,Offer2,SUV,5073
Extended,Disabled,25073,Single,79,0,2,Offer1,Four-Door Car,8634
Basic,Employed,94041,Married,66,0,1,Offer3,Four-Door Car,2667
Basic,Unemployed,0,Single,64,0,1,Offer1,Four-Door Car,2117
Premium,Unemployed,0,Married,104,0,3,Offer1,Four-Door Car,7521
Extended,Employed,93459,Married,99,0,5,Offer2,Four-Door Car,7996
Extended,Employed,22946,Married,76,0,8,Offer2,Four-Door Car,5980
Extended,Employed,33415,Divorced,78,0,1,Offer2,Four-Door Car,3095
Extended,Employed,34886,Married,83,1,6,Offer4,Two-Door Car,6637
Basic,Unemployed,0,Divorced,65,0,2,Offer4,Four-Door Car,6707
Extended,Employed,75457,Married,94,0,2,Offer2,Four-Door Car,11218
Basic,Unemployed,0,Single,67,0,4,Offer2,Two-Door Car,4502
Extended,Employed,58971,Divorced,94,1,2,Offer1,Four-Door Car,11072
Basic,Employed,21474,Married,114,2,9,Offer1,SUV,8668
Basic,Employed,48534,Married,98.25653469,1,2,Offer3,SUV,13569
Basic,Unemployed,0,Single,61,0,3,Offer1,Four-Door Car,4446
Extended,Employed,20009,Single,87,0,2,Offer2,Four-Door Car,9688
Basic,Employed,47234,Married,67,1,1,Offer2,Four-Door Car,2609
Basic,Employed,76358,Married,66,0,2,Offer3,Four-Door Car,23594
Basic,Employed,29697,Married,66,4,1,Offer4,Four-Door Car,2571
Extended,Unemployed,0,Married,91,0,1,Offer2,Four-Door Car,3444
Basic,Employed,49057,Divorced,102,0,4,Offer2,SUV,7437
Basic,Employed,46168,Married,65,0,1,Offer2,Four-Door Car,2588
Basic,Unemployed,0,Single,120.2841827,3,7,Offer1,Sports Car,6600
Extended,Employed,33967,Married,76,0,3,Offer2,Four-Door Car,5678
Basic,Unemployed,0,Single,71,0,1,Offer4,Four-Door Car,2426
Basic,Employed,32180,Married,103,0,1,Offer3,Sports Car,4095
Premium,Medical Leave,24046,Married,116,0,1,Offer4,Two-Door Car,4419
Premium,Employed,77915,Married,115,0,2,Offer3,Four-Door Car,32643
Basic,Medical Leave,21594,Married,66,1,8,Offer4,Four-Door Car,5191
Basic,Disabled,29894,Married,72,4,3,Offer3,Four-Door Car,5106
Basic,Employed,33137,Single,74,0,4,Offer3,Two-Door Car,5644
Extended,Employed,66371,Divorced,77.3337942,0,8,Offer1,SUV,10014
Basic,Employed,99316,Single,114,0,1,Offer2,SUV,4574
Basic,Employed,77609,Married,111,0,1,Offer2,Sports Car,4436
Extended,Employed,47137,Married,84,0,5,Offer4,Four-Door Car,6678
Basic,Employed,57846,Single,73,1,3,Offer1,Four-Door Car,5765
Basic,Retired,10621,Single,67,0,5,Offer1,Four-Door Car,4386
Premium,Employed,72531,Married,109,1,1,Offer2,Sports Car,4328
Basic,Employed,77058,Divorced,63,0,2,Offer2,Four-Door Car,20215
Premium,Unemployed,0,Married,118,0,1,Offer4,Four-Door Car,4122
Extended,Employed,72433,Married,126,0,1,Offer2,SUV,5129
Basic,Employed,56536,Divorced,67,0,1,Offer4,Four-Door Car,2677
Extended,Employed,42596,Single,96,0,2,Offer1,Four-Door Car,11124
Extended,Employed,81145,Married,92,0,8,Offer2,Two-Door Car,7356
Premium,Employed,82664,Married,114,3,9,Offer2,SUV,8838
Extended,Employed,98254,Married,94,3,2,Offer3,Four-Door Car,11323
Basic,Employed,80744,Married,63,0,1,Offer1,Four-Door Car,2527
Basic,Unemployed,0,Single,116,0,1,Offer1,SUV,4117
Extended,Employed,77739,Married,84.64992069,0,1,Offer3,Four-Door Car,3980
Basic,Disabled,11432,Married,119,0,2,Offer2,SUV,13466
Premium,Unemployed,0,Single,109,0,4,Offer1,SUV,7663
Extended,Employed,24028,Married,82,0,2,Offer2,Four-Door Car,9743
Basic,Employed,98451,Married,62,0,6,Offer2,Four-Door Car,4969
Basic,Unemployed,0,Divorced,119,1,8,Offer2,SUV,8129
Basic,Disabled,18495,Married,113,0,2,Offer1,SUV,26197
Basic,Employed,66037,Married,69,0,2,Offer4,Four-Door Car,8209
Basic,Unemployed,0,Married,112.2001893,0,1,Offer1,SUV,3883
Extended,Employed,60668,Single,138,0,1,Offer2,Sports Car,5519
Basic,Employed,86148,Married,65,2,4,Offer4,Four-Door Car,5129
Extended,Employed,96306,Divorced,95,1,6,Offer1,Four-Door Car,7519
Extended,Employed,32330,Divorced,79,1,9,Offer1,Four-Door Car,6052
Premium,Employed,24012,Married,107.8662263,0,3,Offer4,Two-Door Car,8940
Extended,Unemployed,0,Single,90,0,5,Offer1,Two-Door Car,6189
Basic,Employed,45600,Married,92.19690067,0,3,Offer1,SUV,8845
Extended,Retired,11828,Divorced,90,0,2,Offer1,Four-Door Car,10083
Basic,Employed,50146,Married,116,0,1,Offer2,SUV,4514
Basic,Employed,59762,Divorced,115.984308,0,3,Offer3,SUV,8807
Basic,Employed,48895,Married,68,0,6,Offer1,Four-Door Car,5423
Extended,Employed,59496,Married,88,0,1,Offer1,Four-Door Car,3527
Extended,Employed,25023,Single,82,0,2,Offer1,Two-Door Car,12734
Basic,Unemployed,0,Single,73,0,7,Offer1,Four-Door Car,5156
Basic,Employed,40774,Married,110,1,1,Offer1,Sports Car,4369
Basic,Unemployed,0,Single,69,0,3,Offer1,Four-Door Car,4922
Basic,Unemployed,0,Married,65,0,3,Offer1,Four-Door Car,4762
Extended,Unemployed,0,Married,90,2,1,Offer1,Two-Door Car,3235
Extended,Unemployed,0,Single,92,0,1,Offer1,Four-Door Car,3102
Basic,Employed,25884,Married,69,3,9,Offer2,Four-Door Car,5442
Basic,Unemployed,0,Married,72,0,2,Offer2,Four-Door Car,8311
Extended,Medical Leave,13037,Married,124,0,1,Offer2,SUV,4726
Basic,Unemployed,0,Single,79.4935351,0,1,Offer2,Four-Door Car,2276
Basic,Employed,20244,Married,65,0,8,Offer3,Four-Door Car,5091
Basic,Employed,68351,Single,107,0,2,Offer1,SUV,12759
Extended,Unemployed,0,Single,77,0,1,Offer4,Two-Door Car,2611
Basic,Employed,59230,Single,113,0,3,Offer2,SUV,8522
Basic,Employed,51240,Single,70,2,5,Offer2,Four-Door Car,5365
Basic,Unemployed,0,Single,106,0,6,Offer2,SUV,7635
Extended,Unemployed,0,Married,122,0,1,Offer2,SUV,4270
Basic,Employed,41832,Married,66,0,2,Offer1,Four-Door Car,7942
Basic,Employed,37759,Married,108,0,5,Offer4,SUV,8561
Extended,Unemployed,0,Married,136,0,2,Offer3,Sports Car,47155
Extended,Employed,30374,Married,99,0,9,Offer2,Four-Door Car,7861
Basic,Unemployed,0,Single,71,0,1,Offer2,Two-Door Car,2529
Basic,Unemployed,0,Married,65,0,1,Offer1,Four-Door Car,2480
Basic,Employed,30009,Married,68,0,1,Offer2,Two-Door Car,2718
Extended,Employed,50562,Married,79,0,9,Offer2,Four-Door Car,6279
Basic,Disabled,27357,Married,65,0,7,Offer4,Two-Door Car,4564
Basic,Employed,48329,Married,74.62009754,0,1,Offer4,Four-Door Car,2690
Basic,Medical Leave,12266,Married,114,1,3,Offer1,SUV,8161
Basic,Unemployed,0,Single,104,0,3,Offer1,SUV,7295
Basic,Medical Leave,12430,Single,73,0,4,Offer2,Four-Door Car,5169
Basic,Employed,48696,Married,66,0,6,Offer3,Four-Door Car,5338
Extended,Employed,95438,Married,83,0,1,Offer2,Two-Door Car,3352
Extended,Employed,52819,Divorced,124,0,1,Offer1,SUV,4880
Extended,Retired,23091,Married,96,5,5,Offer1,Four-Door Car,5926
Basic,Unemployed,0,Single,74,0,3,Offer2,Two-Door Car,5189
Premium,Unemployed,0,Single,118,0,2,Offer2,Four-Door Car,18745
Basic,Employed,57938,Married,101,0,3,Offer3,SUV,8072
Basic,Retired,19186,Divorced,62,0,5,Offer3,Four-Door Car,4518
Basic,Employed,28422,Married,66,0,2,Offer4,Two-Door Car,7851
Basic,Employed,46370,Married,68,1,1,Offer2,Two-Door Car,2702
Basic,Medical Leave,12964,Single,65,0,4,Offer1,Two-Door Car,4770
Extended,Unemployed,0,Single,137,0,1,Offer1,SUV,4881
Basic,Employed,91193,Married,185,1,6,Offer1,Luxury SUV,14886
Basic,Employed,53071,Divorced,72,0,1,Offer1,Four-Door Car,2839
Premium,Unemployed,0,Married,112,0,1,Offer3,Four-Door Car,4177
Basic,Medical Leave,15616,Married,114,0,2,Offer1,SUV,13269
Basic,Employed,31702,Married,63,1,7,Offer1,Four-Door Car,4985
Basic,Unemployed,0,Single,70,0,1,Offer1,Four-Door Car,2523
Extended,Unemployed,0,Single,91,0,1,Offer1,Four-Door Car,3455
Premium,Unemployed,0,Married,105,0,3,Offer2,Two-Door Car,7446
Basic,Employed,91810,Married,71,0,1,Offer3,Four-Door Car,2867
Premium,Employed,83560,Married,113,0,2,Offer1,Four-Door Car,27064
Extended,Employed,61233,Married,89,2,7,Offer2,Four-Door Car,7124
Basic,Disabled,21139,Divorced,104,0,5,Offer1,SUV,8459
Basic,Unemployed,0,Married,74,0,1,Offer4,Four-Door Car,2713
Basic,Employed,23158,Married,63,1,1,Offer4,Four-Door Car,2454
Extended,Employed,72540,Married,88,0,2,Offer2,Two-Door Car,10656
Basic,Unemployed,0,Married,112,0,2,Offer3,SUV,27420
Basic,Employed,52822,Married,67,0,1,Offer1,Two-Door Car,2672
Basic,Employed,72805,Married,62,4,3,Offer2,Four-Door Car,4758
Extended,Employed,21975,Divorced,84.65572554,0,1,Offer4,Four-Door Car,3703
Basic,Employed,78362,Divorced,73,0,2,Offer1,Four-Door Car,17484
Basic,Unemployed,0,Married,66,0,8,Offer1,Four-Door Car,4903
Extended,Unemployed,0,Single,88,0,5,Offer1,Four-Door Car,6113
Extended,Employed,22497,Married,212,0,7,Offer1,Luxury Car,16985
Basic,Unemployed,0,Single,62,1,3,Offer3,Four-Door Car,3997
Basic,Unemployed,0,Single,69,0,2,Offer3,Two-Door Car,21123
Basic,Unemployed,0,Single,194,0,1,Offer4,Luxury SUV,6601
Extended,Employed,85632,Married,83,0,1,Offer2,Four-Door Car,3339
Basic,Employed,27978,Single,69,1,7,Offer1,Four-Door Car,5239
Basic,Unemployed,0,Married,63,0,7,Offer1,Four-Door Car,4652
Basic,Employed,41958,Married,66,1,1,Offer4,Four-Door Car,2602
Basic,Employed,87620,Married,64,0,2,Offer3,Four-Door Car,7726
Basic,Employed,96314,Single,68,0,1,Offer2,Two-Door Car,2746
Extended,Employed,78435,Divorced,85.76304268,0,2,Offer2,Two-Door Car,10436
Extended,Employed,23032,Married,89,0,7,Offer1,Four-Door Car,7094
Basic,Employed,50332,Married,72,0,1,Offer2,Four-Door Car,2860
Basic,Employed,28432,Married,118,0,2,Offer2,SUV,13869
Basic,Employed,30895,Divorced,62,0,2,Offer4,Four-Door Car,7126
Basic,Medical Leave,28513,Married,100,1,2,Offer2,SUV,15114
Basic,Employed,74045,Single,64,0,1,Offer3,Four-Door Car,2509
Extended,Employed,51001,Married,99,1,3,Offer1,Four-Door Car,7842
Basic,Employed,69545,Married,65,0,8,Offer4,Four-Door Car,5227
Basic,Unemployed,0,Married,62,0,1,Offer1,Four-Door Car,2230
Basic,Employed,51937,Married,193,0,9,Offer4,Luxury Car,15253
Basic,Disabled,14321,Single,65,0,1,Offer1,Four-Door Car,2398
Basic,Employed,28137,Married,65,0,1,Offer3,Two-Door Car,2585
Basic,Unemployed,0,Single,63,3,1,Offer1,Four-Door Car,1904
Extended,Disabled,25876,Married,83,0,8,Offer1,Two-Door Car,6190
Extended,Retired,18577,Divorced,86,0,6,Offer1,Four-Door Car,6273
Extended,Unemployed,0,Single,76,0,2,Offer1,Four-Door Car,18688
Extended,Employed,22514,Married,80,0,2,Offer2,Four-Door Car,9470
Basic,Unemployed,0,Single,67,0,8,Offer4,Four-Door Car,4721
Extended,Employed,59732,Married,94,0,1,Offer4,Four-Door Car,3745
Basic,Employed,34505,Married,106,0,9,Offer1,SUV,8513
Basic,Employed,55483,Married,69,0,8,Offer4,Four-Door Car,5439
Basic,Employed,34695,Single,113,0,5,Offer1,SUV,8750
Basic,Unemployed,0,Married,71,0,1,Offer2,Two-Door Car,2631
Basic,Unemployed,0,Single,62,0,1,Offer1,Two-Door Car,2222
Extended,Employed,70961,Married,82.47113638,0,2,Offer2,Four-Door Car,17114
Premium,Employed,22103,Single,109,0,2,Offer1,Four-Door Car,16407
Extended,Disabled,19359,Married,129,0,2,Offer4,Sports Car,25390
Extended,Employed,40308,Divorced,136,0,1,Offer1,Sports Car,5396
Extended,Employed,86687,Married,87.11193936,0,6,Offer3,Four-Door Car,6307
Basic,Employed,87544,Married,109,1,3,Offer2,SUV,8685
Basic,Employed,62258,Single,65,0,5,Offer1,Two-Door Car,5071
Basic,Employed,92593,Single,68,0,1,Offer1,Four-Door Car,2692
Extended,Employed,33043,Married,95,0,1,Offer1,Two-Door Car,3801
Extended,Employed,21585,Married,92,0,1,Offer4,Four-Door Car,3605
Basic,Employed,53338,Married,63,1,1,Offer4,Four-Door Car,2503
Basic,Unemployed,0,Single,78.97771574,1,2,Offer1,Four-Door Car,20090
Basic,Employed,66620,Married,70,0,5,Offer2,Two-Door Car,5605
Extended,Employed,70164,Divorced,88,0,2,Offer2,Two-Door Car,31234
Basic,Employed,70911,Single,63,3,1,Offer2,Two-Door Car,2386
Basic,Employed,60546,Married,62,0,1,Offer2,Two-Door Car,2506
Basic,Employed,51179,Married,71,0,2,Offer1,Four-Door Car,8547
Premium,Employed,84091,Married,105,0,9,Offer3,Four-Door Car,8408
Basic,Employed,83297,Married,113,0,1,Offer2,SUV,4591
Basic,Employed,22268,Married,67,0,8,Offer3,Two-Door Car,5326
Extended,Employed,34837,Married,97,0,2,Offer1,Four-Door Car,10834
Basic,Employed,92296,Married,68.65774811,0,1,Offer2,Two-Door Car,2759
Basic,Unemployed,0,Married,67,0,1,Offer3,Four-Door Car,2436
Extended,Employed,44820,Married,130,1,1,Offer1,SUV,5040
Basic,Employed,65351,Married,85.11482722,0,1,Offer4,Two-Door Car,2796
Extended,Employed,74489,Married,124,0,3,Offer3,SUV,10014
Basic,Employed,74045,Married,62,0,1,Offer3,Four-Door Car,2504
Basic,Unemployed,0,Divorced,64,0,3,Offer4,Four-Door Car,4741
Premium,Disabled,17705,Married,108,1,2,Offer2,Two-Door Car,12206
Extended,Employed,56188,Married,80.03269969,3,7,Offer1,Four-Door Car,6507
Basic,Retired,21073,Divorced,106,1,4,Offer1,SUV,7764
Basic,Employed,31670,Married,65.59633529,3,2,Offer2,Four-Door Car,6680
Extended,Employed,93405,Married,79,0,1,Offer2,Four-Door Car,3193
Extended,Employed,66106,Married,95,1,4,Offer3,Two-Door Car,7638
Basic,Employed,69186,Single,69,0,3,Offer2,Four-Door Car,5439
Basic,Unemployed,0,Single,68.57679747,0,1,Offer1,Four-Door Car,2449
Basic,Employed,29256,Married,63,0,5,Offer4,Four-Door Car,4918
Extended,Unemployed,0,Single,85,0,2,Offer1,Four-Door Car,14687
Extended,Medical Leave,16049,Married,91,0,1,Offer4,Four-Door Car,3755
Extended,Disabled,23202,Divorced,96,0,2,Offer3,Four-Door Car,10831
Extended,Employed,97298,Single,128,0,2,Offer4,Sports Car,30475
Basic,Disabled,18665,Divorced,66,0,2,Offer1,Four-Door Car,7251
Extended,Medical Leave,20068,Married,86,0,3,Offer1,Four-Door Car,6618
Basic,Employed,69668,Single,72,0,9,Offer2,Two-Door Car,5704
Extended,Employed,58718,Single,226,0,1,Offer1,Luxury Car,8906
Extended,Employed,28564,Married,89.55638236,0,1,Offer3,Four-Door Car,3061
Basic,Employed,55843,Married,192,0,1,Offer1,Luxury SUV,7716
Extended,Employed,21326,Divorced,99,0,3,Offer1,Four-Door Car,7756
Basic,Disabled,17723,Married,72,0,3,Offer1,Two-Door Car,5452
Basic,Employed,28651,Married,64,0,2,Offer3,Two-Door Car,12298
Extended,Employed,39894,Married,134,0,2,Offer3,SUV,32725
Basic,Unemployed,0,Single,70,0,2,Offer1,Four-Door Car,7511
Basic,Employed,98713,Married,65,0,2,Offer2,Two-Door Car,15777
Basic,Employed,85704,Married,68,1,4,Offer2,Two-Door Car,5550
Basic,Employed,33321,Married,105,0,3,Offer2,SUV,8260
Basic,Unemployed,0,Single,70,1,2,Offer2,Four-Door Car,6933
Basic,Employed,33588,Married,75.57239444,1,2,Offer2,Two-Door Car,19597
Premium,Employed,69161,Married,121,1,2,Offer1,SUV,15374
Basic,Unemployed,0,Single,170.3093569,0,1,Offer3,Luxury Car,6615
Extended,Unemployed,0,Single,88,2,4,Offer3,Four-Door Car,9553
Extended,Unemployed,0,Married,87,0,3,Offer1,Two-Door Car,9498
Basic,Employed,55270,Married,63,0,2,Offer1,Two-Door Car,20237
Basic,Employed,20510,Married,74,0,1,Offer2,Two-Door Car,2903
Premium,Employed,69704,Married,112,0,5,Offer2,Four-Door Car,8662
Basic,Retired,15340,Divorced,191,0,3,Offer1,Luxury Car,12779
Basic,Employed,95766,Married,68,0,5,Offer2,Four-Door Car,5505
Basic,Employed,24910,Married,69,0,3,Offer3,Two-Door Car,5470
Extended,Employed,21206,Married,136,0,2,Offer3,Sports Car,16256
Extended,Employed,51489,Married,139,0,1,Offer1,SUV,5568
Basic,Employed,26890,Divorced,65,0,3,Offer3,Four-Door Car,5107
Extended,Employed,66627,Married,86,0,3,Offer4,Four-Door Car,6837
Basic,Employed,26689,Married,64,0,1,Offer3,Four-Door Car,2495
Premium,Employed,24851,Married,140,4,2,Offer1,Sports Car,32437
Basic,Unemployed,0,Married,74,0,4,Offer1,Four-Door Car,5414
Basic,Unemployed,0,Divorced,104,2,1,Offer1,SUV,3451
Basic,Employed,54314,Single,68,0,1,Offer2,Four-Door Car,2612
Basic,Employed,20532,Divorced,67,0,2,Offer1,Four-Door Car,7858
Basic,Unemployed,0,Single,74,0,2,Offer1,Four-Door Car,7539
Extended,Unemployed,0,Single,122,0,4,Offer2,SUV,8295
Basic,Employed,61807,Divorced,70,0,1,Offer2,Two-Door Car,2810
Premium,Employed,50234,Married,246.3808249,0,1,Offer3,Luxury Car,11323
Premium,Disabled,26049,Married,118,0,6,Offer1,Two-Door Car,9102
Basic,Employed,36301,Single,118,0,2,Offer1,SUV,32306
Extended,Unemployed,0,Married,93,0,1,Offer1,Four-Door Car,3444
